,id,year,rating,votes
736,736,2021,8.5,51
737,737,2011,8.5,3070
738,738,2019,8.5,44
739,739,2020,8.5,332
740,740,2006,8.5,229
741,741,2020,8.5,1056
742,742,2002,8.5,18
743,743,2022,8.5,1557
744,744,2021,8.5,1154
745,745,2020,8.5,6006
746,746,2013,8.5,7
747,747,2007,8.5,286
748,748,1999,8.5,8
749,749,2006,8.5,31
750,750,1984,8.5,150
751,751,2010,8.5,10406
752,752,2019,8.5,23
753,753,2003,8.5,60
754,754,2019,8.5,23
755,755,2007,8.5,4116
756,756,2003,8.5,181
757,757,2005,8.5,87
758,758,2006,8.5,81
759,759,2006,8.5,15
760,760,1998,8.5,14
761,761,2019,8.5,8
762,762,2019,8.5,78
763,763,2006,8.5,1558
764,764,2009,8.5,124
765,765,2019,8.5,9
766,766,2012,8.5,101
767,767,2018,8.5,25
768,768,1996,8.5,12
769,769,2003,8.5,67
770,770,2007,8.5,20439
771,771,2007,8.5,998
772,772,2007,8.5,2175
773,773,2002,8.5,49
774,774,2006,8.5,433
775,775,2006,8.5,822
776,776,2005,8.5,60
777,777,2007,8.5,460
778,778,1990,8.5,28
779,779,1985,8.5,18
780,780,2002,8.5,402
781,781,1987,8.5,38
782,782,2006,8.5,71
783,783,2006,8.5,8741
784,784,2005,8.5,90
785,785,2006,8.5,90
786,786,1997,8.5,32
787,787,2000,8.5,110
788,788,1993,8.5,85
789,789,2005,8.5,64
790,790,2005,8.5,3445
791,791,2007,8.5,1298
792,792,1991,8.5,32
793,793,2005,8.5,6786
794,794,2010,8.5,5933
795,795,1991,8.5,78
796,796,1997,8.5,37
797,797,2004,8.5,36
798,798,1997,8.5,206
799,799,1999,8.5,46
800,800,2004,8.5,649
801,801,2004,8.5,253
802,802,1997,8.5,105
803,803,2004,8.5,930
804,804,2004,8.5,1497
805,805,2004,8.5,113
806,806,2005,8.5,2903
807,807,2004,8.5,221
808,808,1998,8.5,31
809,809,2001,8.5,44
810,810,2000,8.5,104
811,811,2004,8.5,109
812,812,1999,8.5,69
813,813,1999,8.5,55
814,814,2003,8.5,331
815,815,2003,8.5,1307
816,816,1999,8.5,95
817,817,1994,8.5,85
818,818,2003,8.5,5048
819,819,2003,8.5,1542
820,820,1996,8.5,93
821,821,2003,8.5,621
822,822,2003,8.5,1965
823,823,1999,8.5,169
824,824,1993,8.5,48
825,825,2003,8.5,678
826,826,2001,8.5,198
827,827,2001,8.5,587
828,828,2002,8.5,62
829,829,2004,8.5,952
830,830,2001,8.5,115
831,831,1995,8.5,50
832,832,2002,8.5,2277
833,833,1987,8.5,129
834,834,1994,8.5,151
835,835,1992,8.5,2710
836,836,1994,8.5,2949
837,837,1998,8.5,97
838,838,2001,8.5,49
839,839,1999,8.5,41
840,840,2000,8.5,903
841,841,2000,8.5,105
842,842,2000,8.5,1264
843,843,2000,8.5,3500
844,844,1998,8.5,1752
845,845,2000,8.5,55
846,846,1997,8.5,85
847,847,2000,8.5,1375
848,848,1998,8.5,649
849,849,1996,8.5,2878
850,850,1999,8.5,1361
851,851,2000,8.5,363
852,852,1991,8.5,176
853,853,1999,8.5,796
854,854,1993,8.5,62
855,855,1995,8.5,2013
856,856,2000,8.5,94
857,857,1992,8.5,303
858,858,1993,8.5,640
859,859,1997,8.5,586
860,860,1999,8.5,2294
861,861,1997,8.5,72
862,862,1999,8.5,26
863,863,1997,8.5,2379
864,864,1998,8.5,832
865,865,1997,8.5,1343
866,866,1995,8.5,934
867,867,1996,8.5,2369
868,868,2019,8.4,277
869,869,2018,8.4,8
870,870,2019,8.4,691
871,871,2018,8.4,88
872,872,2018,8.4,36
873,873,2016,8.4,64
874,874,2018,8.4,762
875,875,2018,8.4,8
876,876,2012,8.4,6
877,877,2017,8.4,63
878,878,2010,8.4,52
879,879,2009,8.4,48
880,880,2014,8.4,17
881,881,2017,8.4,51
882,882,2016,8.4,16
883,883,2012,8.4,57
884,884,2012,8.4,212
885,885,2018,8.4,1225
886,886,2017,8.4,9
887,887,2016,8.4,36
888,888,2009,8.4,912
889,889,2017,8.4,14
890,890,1996,8.4,8
891,891,2017,8.4,1935
892,892,2014,8.4,140
893,893,2018,8.4,18
894,894,2017,8.4,79
895,895,2014,8.4,272
896,896,2012,8.4,54
897,897,2016,8.4,2275
898,898,2015,8.4,20
899,899,2016,8.4,83
900,900,2016,8.4,479
901,901,1993,8.4,105
902,902,2011,8.4,16
903,903,2016,8.4,10
904,904,2007,8.4,41
905,905,2015,8.4,417
906,906,2017,8.4,527
907,907,2011,8.4,1538
908,908,2015,8.4,832
909,909,2015,8.4,48
910,910,2017,8.4,1908
911,911,2015,8.4,797
912,912,1999,8.4,22
913,913,1998,8.4,44
914,914,2016,8.4,4947
915,915,1992,8.4,8
916,916,2011,8.4,100
917,917,1996,8.4,22
918,918,2009,8.4,9
919,919,2013,8.4,23
